,BTC,IBIT,FBTC,GBTC
2024-03-13,0.022414410239567806,0.029953381645339894,0.030400024414062532,0.029998426786963073
2024-03-14,-0.0230819028918976,-0.05816453866579807,-0.05854037839189663,-0.057639534201608056
2024-03-15,-0.027911980219644583,-0.003037178865668677,-0.002474047884485242,-0.0032362353401327315
2024-03-18,-0.026730242400589965,-0.03173394311675204,-0.03224207635083831,-0.032792230138732226
2024-03-19,-0.08343356981432348,-0.03775560172399517,-0.037245862816366326,-0.0364215804959257
2024-03-20,0.09692504638897836,0.02316072088421972,0.022005354251008136,0.023340899829496387
2024-03-21,-0.03566706353999505,-0.010652402644707792,-0.009376643759273828,-0.010893638309587006
2024-03-22,-0.02615044343853401,-0.019919290661436606,-0.019982461084905312,-0.019445912384061792
2024-03-25,0.09689825601354007,0.1137050098049559,0.11250225241806167,0.11161813219450734
2024-03-26,0.00041486463910467286,-0.022687994728850303,-0.022508062840942422,-0.022260804820071978
2024-03-27,-0.007608353371227561,-0.01261670417673244,-0.012499972550492178,-0.011948955710802456
2024-03-28,0.018567460837021654,0.03424482790724426,0.0336442442864997,0.0323581970809681
2024-04-01,-0.01474034035555094,-0.017790985890427824,-0.016596883196935086,-0.01567201489990555
2024-04-02,-0.061047985989492126,-0.054088088701356174,-0.05521872848255682,-0.055966542482051906
2024-04-03,0.008156830210526378,-0.0015956798145895235,-0.0012140078912498131,-0.0010221215799519623
2024-04-04,0.038314642609167615,0.04102293228475573,0.040632056717970766,0.040927703445073904
2024-04-05,-0.009797320875087778,-0.017144369300161166,-0.016519300407567217,-0.01720182986414387
2024-04-08,0.05592350669993551,0.06612863643889022,0.0659993772477443,0.06617769884074876
2024-04-09,-0.03479403115822832,-0.03956041273998945,-0.040108234670114595,-0.03924330873866
2024-04-10,0.0209558550176423,0.017035294628852116,0.016912625344680965,0.016598868243365095
2024-04-11,-0.007469744331340511,0.004249954223632724,0.005869831809983905,0.005122468973532968
2024-04-12,-0.04088948430588779,-0.05053519720760724,-0.05154806898956532,-0.05160059143044593
2024-04-15,-0.05609952528004947,-0.0540114732973187,-0.05383691337455332,-0.053232555540490445
2024-04-16,0.006080330797783695,-0.009146391749089378,-0.008489906349734455,-0.0088684012040946
2024-04-17,-0.03972884891052719,-0.02769235464242792,-0.02896702806099405,-0.028095914161781144
2024-04-18,0.03649124077498622,0.04171463846248824,0.04296437051231816,0.04179708111129199
2024-04-19,0.005208661031110617,0.012703648055873984,0.013131849977200405,0.012902069198791333
2024-04-22,0.046897586716164286,0.034360572651937815,0.03391334974718818,0.034025529831654744
2024-04-23,-0.006439574982440521,-0.0007908984723309365,-0.000686946863159954,-0.000843790090451102
2024-04-24,-0.03208044676017341,-0.03931402687277974,-0.03935379197240574,-0.03901365568168935
2024-04-25,0.0031863484195515657,0.012359262972406748,0.01270123551148683,0.012302281188361519
2024-04-26,-0.011265004482557628,-0.014650051725058622,-0.01519167286838552,-0.014930557617503726
2024-04-29,0.0013457822943943043,-0.012389888951556904,-0.012017904375700716,-0.011984495800946071
2024-04-30,-0.050191249309274655,-0.06412041554358905,-0.061728420712614196,-0.06332496995178727
2024-05-01,-0.03929695449375714,-0.03515044134354617,-0.037925678655159833,-0.03561227831341274
2024-05-02,0.014924669552331737,0.04353195041623659,0.044448894412987716,0.04383887550247678
2024-05-03,0.06370405294167747,0.04733734689153524,0.04717890908033118,0.04653800574776823
2024-05-06,0.00432682447320154,0.01723154715709163,0.016734090282055414,0.016630488814738387
2024-05-07,-0.01309542885757653,-0.002221550127359584,-0.0023512582015300376,-0.002311540726554373
2024-05-08,-0.018398626419713127,-0.015307521079573116,-0.01450324944295811,-0.014435878454798323
2024-05-09,0.03043115176709965,0.005652932642777442,0.0055187497000031005,0.004882416367324005
2024-05-10,-0.035799920573900024,-0.02810567590042079,-0.029454822810940584,-0.02843259788117858
2024-05-13,0.034686223711685615,0.04106414383327417,0.04165879578239018,0.040748309131285465
2024-05-14,-0.02144084393922019,-0.025833341810438393,-0.025334740385543952,-0.025093421318931775
2024-05-15,0.07659609250545496,0.07413739654251583,0.0740809101105484,0.07374951444320899
2024-05-16,-0.01563225228621834,-0.013803999690530477,-0.014347416391527035,-0.013600843023247489
2024-05-17,0.02790508695432159,0.03041715227469921,0.03104174751935962,0.029472604876854325
2024-05-20,0.06556595639570117,0.0441484455407104,0.04473545181938143,0.04470119606976852
2024-05-21,-0.018358253231772315,-0.012509381654484786,-0.013350695527028167,-0.012820537981431679
2024-05-22,-0.01446030042296964,0.006080513208690963,0.0080858364819274,0.005681816623793523
2024-05-23,-0.017255976976508713,-0.03626287232205072,-0.03879520258577651,-0.03631961242574877
2024-05-24,0.008781729788116976,0.031094816108568235,0.03150542295065262,0.030653296367306293
2024-05-28,-0.003354675185926581,-0.012164205610060597,-0.01221723406798636,-0.012189221353047786
2024-05-29,-0.01051485738366742,-0.016931756161181477,-0.017382598758128975,-0.017604462707882407
2024-05-30,0.011644282841286824,0.021920672214967407,0.023133195937616646,0.0222743482115888
2024-05-31,-0.012778150001159894,-0.015577135156497612,-0.017290122845298628,-0.015563599885849655
2024-06-03,0.01945976693100193,0.02308688475388676,0.024361336691592017,0.023631276055174677
2024-06-04,0.025622992224831664,0.01850911682694556,0.0184970924194372,0.018045817072778858
2024-06-05,0.007298724608017615,0.012447100393112365,0.011512938547928453,0.011657602534747014
2024-06-06,-0.004581363662391591,-0.01253991503551688,-0.011702461201294478,-0.0113654195013001
2024-06-07,-0.01999201273457618,-0.01842633668521998,-0.01881589324738575,-0.0183617638178466
2024-06-10,0.0024472019640708886,0.004312582230825868,0.0049594846873237675,0.004066332298908737
2024-06-11,-0.03136496113771259,-0.02930032439861674,-0.03026813826084196,-0.029969241390472745
2024-06-12,0.013502581655740586,0.0005204386574251263,0.0008481634675734373,0.0011690466737142025
2024-06-13,-0.021757960505889518,-0.01430427116117694,-0.014745744608216316,-0.013511281331386682
2024-06-14,-0.011164543099157487,-0.015831194318255193,-0.015138500807596267,-0.016232700264639854
2024-06-17,0.007259433191864062,0.01823057155722796,0.018515307830410777,0.01770368198261485
2024-06-18,-0.02029695827328193,-0.03528173166768256,-0.03481396923657054,-0.03428469746321128
2024-06-20,-0.004791008124175322,0.010917072394709626,0.01083867490373791,0.009618734239475346
2024-06-21,-0.011298352821403679,-0.01241898145525755,-0.013183336404402723,-0.01195219181791729
2024-06-24,-0.05957896416318076,-0.07695468290043783,-0.07712857255847816,-0.07766482407201625
2024-06-25,0.025336630415439876,0.04546127277238177,0.045550988865074915,0.04580878755071294
2024-06-26,-0.016072632592061153,-0.016713885703670606,-0.015691314433316395,-0.016175924975059597
2024-06-27,0.013048951973404943,0.007778751509228687,0.0073143171770553295,0.0072048572442968695
2024-06-28,-0.020853310881755127,-0.024013726803330582,-0.023273133891401843,-0.023477592260839564
2024-07-01,0.04197344183427543,0.05448156542485272,0.053755237210038276,0.05353114088870625
2024-07-02,-0.013093697885290578,-0.02166663275824654,-0.02116494563642235,-0.02139419305314172
2024-07-03,-0.02990687070088416,-0.022146580549680328,-0.02291631240953229,-0.022408445309140768
2024-07-05,-0.05835662302840383,-0.06504059097239234,-0.0650652297372073,-0.06541183055195254
2024-07-08,0.0007539863313177353,-0.0012422644279369566,-0.0006068941758378132,-0.0011963815520793508
2024-07-09,0.02299844211812685,0.02487559828533148,0.02429143544891499,0.02515469664215675
2024-07-10,-0.004598069730556098,-0.008798571710639469,-0.00889322058917319,-0.008373946759932194
2024-07-11,-0.006885432015347748,0.0009183530968992493,0.0007975493442295978,-0.0003927634006875014
2024-07-12,0.009670444019596935,0.004587085861833984,0.004781862622707411,0.00471517862076265
2024-07-15,0.12039295214232815,0.10045671857055094,0.10113024872612719,0.10070388319050116
2024-07-16,0.003499237870556282,0.028215673582647538,0.027732774164970886,0.02771362534628241
2024-07-17,-0.01502916014346345,-0.008878074592780782,-0.009286819382004374,-0.008988763880905859
2024-07-18,-0.0022571629283560934,-0.016829504053115785,-0.016625440859306728,-0.01622184615214628
2024-07-19,0.042768734230136385,0.06018774797637794,0.0589928540289586,0.05815603144870041
2024-07-22,0.013117848903254625,0.013802050995745274,0.014436115127405946,0.014745302145703354
2024-07-23,-0.02452573786440093,-0.04084254148789457,-0.04051562343030124,-0.040620856709851605
2024-07-24,-0.008426492953570563,0.002142421425562757,0.0017448695118631452,0.00223753955397199
2024-07-25,0.00619673448871394,-0.015766872441491997,-0.015154135763753795,-0.014940749648946317
2024-07-26,0.032455548053117234,0.05321745824134072,0.05270603986527256,0.051778228662213044
2024-07-29,-0.016081803398328542,-0.01160094746889584,-0.011256753670860986,-0.010774092704206706
2024-07-30,-0.009262185475442442,-0.02060513595157143,-0.020730627657405076,-0.024326433502641964
2024-07-31,-0.023893373992326827,-0.009853500383552372,-0.009890676457744885,-0.010076022712389054
2024-08-01,0.011424614182306447,-0.029854776795067428,-0.02996850434655529,-0.029575589102229682
2024-08-02,-0.06032105869640059,-0.012752955041989145,-0.012104754966860032,-0.013061544891279975
2024-08-05,-0.1208760294403024,-0.14406068464441368,-0.1441112111217261,-0.14537798586886785
2024-08-06,0.03783671505322772,0.06102364298838481,0.06153848536464479,0.063350559141369
2024-08-07,-0.017968550940289485,-0.03555966645344155,-0.03623186847833049,-0.03640780090445028
2024-08-08,0.12144256099404904,0.0862456071817086,0.08625725065341028,0.08610035021490536
2024-08-09,-0.013450358103773374,0.021251398562778023,0.020957511781664717,0.020662018467863863
2024-08-12,-0.025059047594115702,-0.02774563950315445,-0.027118618984721565,-0.02706055313819722
2024-08-13,0.021144992390795814,0.029726516591665364,0.030584627094880634,0.029724024866967458
2024-08-14,-0.0308911115194338,-0.031177772384146207,-0.03230655834856577,-0.03113398601099393
2024-08-15,-0.020041310813293967,-0.03158526012858354,-0.031832286006925004,-0.0317089088155873
2024-08-16,0.023175912946963972,0.04707688551682687,0.047313563749302734,0.04681321028824681
2024-08-19,0.010176700222877422,-0.012048188719346764,-0.012251209490475756,-0.012807066904726883
2024-08-20,-0.008079210921579816,0.008923237554776753,0.009302390913331626,0.009995772354900456
2024-08-21,0.03664287570061453,0.03567225720777634,0.034562196117036814,0.0343229563236056
2024-08-22,-0.012967304646127387,-0.022203318254438886,-0.0211581174285288,-0.021579755326616712
2024-08-23,0.061482671821355916,0.056186328701872235,0.05669316967409799,0.05680398385825902
2024-08-26,-0.018936071727747583,-0.005237007527613469,-0.005741964784724218,-0.0057098033136416815
2024-08-27,-0.05369739018896724,-0.019673014172091774,-0.019491030848791113,-0.01960399363300591
2024-08-28,-0.00800797843742207,-0.052572090282603456,-0.052641275795371034,-0.051908700907922656
2024-08-29,0.006108236397788236,0.005071544350350399,0.006217207834366745,0.005752033780632493
2024-08-30,-0.004524521990973862,-0.009498358796919848,-0.010812924568285087,-0.009743679165288288
2024-09-03,-0.02856001478996517,-0.011687126225101485,-0.010345476947738796,-0.011764689562792419
2024-09-04,0.00941156177702851,0.0018193260801648847,0.0011833837808856718,0.0010822345505383524
2024-09-05,-0.031240343288065575,-0.03601696431849577,-0.03486991137892814,-0.03437838167757601
2024-09-06,-0.03938239218868078,-0.04521194715261001,-0.04592773878162515,-0.04612631841310644
2024-09-09,0.05692033694302334,0.069056181672418,0.06910567878144502,0.06830985801982825
2024-09-10,0.011034389872275785,0.0150723378580504,0.014608755741512436,0.014941778296090114
2024-09-11,-0.005300015516934153,-0.006060629179983401,-0.006508911757175162,-0.006278352661876707
2024-09-12,0.013669279499548104,0.013719535774592284,0.014492744842490524,0.013725429901408015
2024-09-13,0.04205082955798245,0.023759426030897535,0.023679118107659214,0.023855590790289316
2024-09-16,-0.039272608282607036,-0.031139874993584282,-0.03135161845327483,-0.03148614649911041
2024-09-17,0.0363626062794542,0.03395994382748313,0.034537202747967344,0.03532728846288036
2024-09-18,0.02223798894564699,0.0014663652198037003,0.0011446275350417423,0.0004186823858491895
2024-09-19,0.020937291974474137,0.05446549670707301,0.05430644652587424,0.05419544053087422
2024-09-20,0.004012038411551844,-0.005831688260509615,-0.006958288875645424,-0.006947246554146469
2024-09-23,0.0021651807873723783,0.006703957641941649,0.007917032954902314,0.007595464269179342
2024-09-24,0.01535087678718594,0.01664812594004661,0.01589016317164038,0.016266607762473795
2024-09-25,-0.018021597802944433,-0.01828597653128239,-0.01795233472565949,-0.018153431846296364
2024-09-26,0.032273891570151925,0.024186791836526833,0.02461539566247173,0.024652121218188272
2024-09-27,0.00935309904070647,0.01492940376716878,0.014485067761583315,0.014939861158048462
2024-09-30,-0.03740901688060083,-0.03369880561918481,-0.033083780529036044,-0.03460143998801701
2024-10-01,-0.039357521968434894,-0.027677829239880714,-0.02791282678072793,-0.02732675382406402
2024-10-02,-0.0033568819965540397,-0.02533445381691779,-0.025194528008238293,-0.024429983490095508
2024-10-03,0.0020882627636797935,0.014018677532314339,0.013873043653636286,0.013773031872465591
2024-10-04,0.021528753876634443,0.023041451870212448,0.02268046736227869,0.022643030725822744
2024-10-07,0.002725801065549094,0.015202728281759281,0.015762404215687864,0.015297872722718653
2024-10-08,-0.001682150134457161,-0.01830282369043279,-0.018404848010947106,-0.01823945666124893
2024-10-09,-0.024944762232405493,-0.020339016657295206,-0.020588285205272117,-0.02019386087956354
2024-10-10,-0.005077433013489285,-0.021049582924235977,-0.02120865764465918,-0.021228334080365063
2024-10-11,0.036011743668549645,0.05861554695285465,0.05906036291924188,0.05853861194023491
2024-10-14,0.057667226762912804,0.04535339817469808,0.04435996348444382,0.04396258333694414
2024-10-15,0.015064992457922477,0.01597014849600198,0.01629678609111651,0.015624994321203678
2024-10-16,0.008526251733136592,0.010741516420688546,0.01057664206549136,0.010881835635213388
2024-10-17,-0.0031485616380424464,-0.013737754505950273,-0.014010834023260754,-0.01336305134428073
2024-10-18,0.015118035686984221,0.02680684568240932,0.027734958673459653,0.027088010361969284
2024-10-21,-0.015360363935116972,-0.012797542971730191,-0.013243348077819572,-0.013003646599169305
2024-10-22,-9.567341618454961e-05,-0.004148297865648631,-0.0043049053007129245,-0.004639079659147671
2024-10-23,-0.01379441121005398,-0.015620892384916707,-0.015428956501779001,-0.01510062579810667
2024-10-24,0.02602442034118191,0.02803484581046667,0.028414009549684316,0.028203630742516417
2024-10-25,-0.022280180844656217,-0.022125048468836228,-0.022270626320644027,-0.02264358521993004
2024-10-28,0.04899798117963772,0.04367271561997654,0.043500615551943955,0.043134317365710384
2024-10-29,0.04023493905417541,0.04184531733628538,0.0413589437902826,0.04135061496321524
2024-10-30,-0.005238593875544262,-0.010887992814007763,-0.010401888723027497,-0.010230559331079192
2024-10-31,-0.029366396164960396,-0.026908078769017352,-0.027392915999747802,-0.025753349221221744
2024-11-01,-0.010435331387529279,-0.010306683257755411,-0.00982476628654616,-0.010789467402139707
2024-11-04,-0.024048669650932664,-0.028448030537732816,-0.028113125990105403,-0.02763127957543343
2024-11-05,0.02282879023690776,0.03294113258910336,0.03215925429516919,0.03140767316810211
2024-11-06,0.09053568676993895,0.09845617235133175,0.09957133392719175,0.09842306480684782
2024-11-07,0.003513808689745934,0.004608224451857046,0.004197997323878155,0.004620504967730588
2024-11-08,0.008439738809541852,0.002064223755450678,0.002985920248113727,0.002792348323961358
2024-11-11,0.15880765733523816,0.13458460180679932,0.1334473994814782,0.1338247679892346
2024-11-12,-0.008406532091926988,0.029856759155696855,0.029351903721635653,0.029037880681650252
2024-11-13,0.029882636380625716,-0.00019585350994377748,0.001275913587905464,0.001123040823953092
2024-11-14,-0.03680261786927608,-0.0256661706464133,-0.02650358998577851,-0.0253821009754841
2024-11-15,0.04373133907381366,0.04826063840681427,0.0479057062777033,0.04762586415242809
2024-11-18,-0.0057471190411420014,0.0,0.0007495027456672076,-0.0005493876784593565
2024-11-19,0.019892819836786257,0.010934196875987734,0.010359388082966214,0.011131032367107663
2024-11-20,0.02161166598491282,0.01935484711569435,0.01964180391880399,0.019162761587751875
2024-11-21,0.044151545428309014,0.040580794036460865,0.04046518416335898,0.040805511070252765
2024-11-22,0.005004201495724558,0.010554564158907098,0.009897602826038687,0.010506081521616917
2024-11-25,-0.05955056862531716,-0.04372457332825064,-0.04335295734690958,-0.04374292452761741
2024-11-26,-0.011997304040733403,-0.04294705063244386,-0.042425023751628044,-0.04309201907854476
2024-11-27,0.04323745271515378,0.06441001870824903,0.06368792174132665,0.06443122687898017
2024-11-29,0.015620598664648044,0.003270948740117019,0.0047331856084218416,0.0035146660262821428
2024-12-02,-0.016377937607589543,-0.013222234275342193,-0.014250461213996424,-0.013750131131771148
2024-12-03,0.0014276215513644441,-0.0003671156008026033,-0.0007168167357383126,-0.00105224033064788
2024-12-04,0.02881567529768403,0.035989701017668185,0.0358680060006229,0.036076439805933
2024-12-05,-0.022020788503929523,-0.0003544247379542176,-0.000346246300879538,0.0
2024-12-06,0.03444474217316973,0.02482265378200843,0.026671256694549283,0.025543200463522764
2024-12-09,-0.024899664585615544,-0.05311418227244158,-0.055105731295327365,-0.054151118741556425
2024-12-10,-0.007772430783165474,0.0031061937705916254,0.0030945268581121788,0.003013175973035187
2024-12-11,0.04652269534294651,0.051366113232163,0.051495064429821324,0.05159358285785798
2024-12-12,-0.011169293200355757,-0.013860066438648455,-0.013315281749089025,-0.013662879703565167
2024-12-13,0.014156490833941326,0.01739286209265778,0.01715461983209754,0.017126217330801552
2024-12-16,0.045047253804540555,0.03988950750090958,0.039577204255029974,0.040237713694135646
2024-12-17,0.001045771070669721,0.008468919149703824,0.009409504166089988,0.008212359783082546
2024-12-18,-0.057462106019896764,-0.05845544646499801,-0.058609247973710366,-0.05784442897930664
2024-12-19,-0.025495268879325628,-0.0430220194358758,-0.04245394185091922,-0.04372883060430233
2024-12-20,0.002717960528709318,0.001644739593935629,0.0008320420433791664,0.0019654288060626524
2024-12-23,-0.031401547812117236,-0.03539504456848297,-0.036104434635567784,-0.03609261268696351
2024-12-24,0.04213760595334648,0.06355212177477876,0.06481018074783096,0.06430603612323238
2024-12-26,-0.029192259396668696,-0.03432332066312915,-0.03436705951898966,-0.0342892914806161
2024-12-27,-0.017022260795415023,-0.011418028371934286,-0.011144401907558943,-0.011615692423425306
2024-12-30,-0.01615940859041931,-0.002421778453356338,-0.002423617988101201,-0.0030715242518063457
2024-12-31,0.008484077565384274,-0.009337068293625017,-0.008989284092721594,-0.008439449027929258
2025-01-02,0.03700847015010855,0.043732322868790474,0.04290267126063818,0.04309649535366544
2025-01-03,0.012597729955682757,0.010655592630834265,0.01093089192713581,0.010490837562471267
2025-01-06,0.040472533656703336,0.03949247892475172,0.038600158264915585,0.038708080010271706
2025-01-07,-0.05050430525956884,-0.05810550730294539,-0.057539452415656056,-0.05663874525457602
2025-01-08,-0.019388436629511285,-0.026464696818950584,-0.025775100788838934,-0.025768393328286288
2025-01-10,-0.0035990912387096063,0.009373828244650717,0.008168810360424272,0.008055833070330198
2025-01-13,-0.0019527650463389001,-0.01151558191173152,-0.01088404280211075,-0.012253571477202407
2025-01-14,0.021345722040169157,0.030251795817795912,0.029587946470922333,0.031148832854952957
2025-01-15,0.041129999632577796,0.03301107966712857,0.03325024441514457,0.032692558651655546
2025-01-16,-0.0074383335632930425,0.00794492880982789,0.008045017021677703,0.007471145102831089
2025-01-17,0.04716598568833419,0.04431597079234173,0.045034826346680434,0.043866334844891997
2025-01-21,0.01612285742854702,0.013418303445032587,0.012437261009184297,0.012883800788753508
2025-01-22,-0.023488299826845638,-0.01721279596735603,-0.017564707211306763,-0.01688071507341382
2025-01-23,0.002962783076025932,-0.00993600777997794,-0.009761976609884315,-0.009673463747090105
2025-01-24,0.008265785680243276,0.015478820092546863,0.015396537532599064,0.015506674229610384
2025-01-27,-0.026061918652707572,-0.034003393099691914,-0.03479867869237485,-0.03510879203115824
2025-01-28,-0.007397669160641884,-0.0015605399817593124,-0.0010172238231284103,-0.0009969075520833703
2025-01-29,0.023395602825692086,0.030566138686435096,0.030546407590069435,0.03006116648563073
2025-01-30,0.009952379879751394,0.0064037928402105315,0.006806485580284516,0.007265663124452315
2025-01-31,-0.022249243050878498,-0.03365710139224953,-0.03347508151206602,-0.033301233865156044
2025-02-03,-0.009761255150828374,-0.002252594965868715,-0.0019178493921014894,-0.002984771573604106
2025-02-04,-0.034846278405663456,-0.025182367433642994,-0.024980208590247965,-0.024697465046294997
2025-02-05,-0.012836943218062724,-0.014252613964673255,-0.014375208236208081,-0.014196196133685612
2025-02-06,-0.00022924323774897726,-0.00379546163419886,-0.003881371614792517,-0.003892099696823581
2025-02-07,-0.0006647556256734743,-0.011792411534421121,-0.01239819366499928,-0.012112533471758113
2025-02-10,0.009411347276075954,0.016706440738360584,0.01709708650897923,0.016348027537437693
2025-02-11,-0.017345724709743937,-0.0229324744180055,-0.022569627081615362,-0.021922362074118684
2025-02-12,0.02233406885677658,0.01940490159336039,0.01888153536997339,0.018567659118659208
2025-02-13,-0.012892487184132717,-0.007614180023697292,-0.0075542891929519795,-0.007552106875097442
2025-02-14,0.009160278803397981,0.01077822679022633,0.011179766788070422,0.010364745511349582
2025-02-18,-0.02019734082153335,-0.03289361014443315,-0.033286218694422276,-0.032852859487282116
2025-02-19,0.011472343504350446,0.021304489630061374,0.021778815699676546,0.021482255666039007
2025-02-20,0.017574558032842136,0.025434571836017605,0.024648721267922058,0.025368037049494196
2025-02-21,-0.02245807176184722,-0.03783016973496567,-0.03765259010177191,-0.03781572230295627
2025-02-24,-0.04897111281063904,-0.009458426165654621,-0.009056877455760337,-0.009592342714121127
2025-02-25,-0.029337712021491935,-0.06328404938722365,-0.06324634372924365,-0.06349198041193393
2025-02-26,-0.04946290046952739,-0.041375169804737544,-0.042279171118470016,-0.04179838476453146
2025-02-27,0.004234922709094535,-0.012718945412762861,-0.011817477779466956,-0.011392626992365873
2025-02-28,-0.003910297790814532,0.011615693125278881,0.010309278350515427,0.010007637492801535
2025-03-03,0.02006167738219755,0.02087682605729624,0.022176833379836225,0.021318092717816928
2025-03-04,0.013437685575495406,0.01002040589937847,0.010382090206397798,0.010436558830113185
2025-03-05,0.03899657851208138,0.041506362874954794,0.04110123786945419,0.04102414580246205
2025-03-06,-0.007303133084179958,-0.015552085116992354,-0.015943339942965373,-0.015651134088852436
2025-03-07,-0.0357824911826653,-0.023894137027181683,-0.023402337320101774,-0.023424211650921234
2025-03-10,-0.09465551034480402,-0.0914424525562948,-0.09177082121620694,-0.09245530637747057
2025-03-11,0.05513944554449135,0.051881581807418975,0.05131912313508158,0.05237861007659328
2025-03-12,0.010380466895202334,-0.0019051682766750844,-0.001516726227917542,-0.0019786493067933675
2025-03-13,-0.0317197970748182,-0.0345705411530175,-0.03355890322164623,-0.03339939967823202
2025-03-14,0.03580259620308812,0.057557093706881,0.056444652168637255,0.05632685105653801
2025-03-17,0.001269347123127984,-0.0016617785079288128,-0.001352610221943884,-0.002091103749514267
2025-03-18,-0.016142449028442418,-0.026009154479439522,-0.026276613751758493,-0.025894264193346506
2025-03-19,0.049997601050550955,0.03845330451298801,0.03853114892166487,0.03856783091911686
2025-03-20,-0.030937253791171848,-0.015634686827562527,-0.01567111895192197,-0.016126592646071525
2025-03-21,-0.0014727011460912154,-0.003134748505013274,-0.0028575192621713708,-0.0027067715064027498
2025-03-24,0.04111778395329413,0.05199160382746082,0.05199232562856082,0.052020460858226425
2025-03-25,-0.0003109860024155253,-0.000797148570826467,-0.0011674191486035213,-0.0007165748139426054
2025-03-26,-0.00652577110204744,-0.01914637208134573,-0.018701330407873362,-0.018789408141960173
2025-03-27,0.003178549412391707,0.005286667749488494,0.005293826612007502,0.005700911690850408
2025-03-28,-0.032393289916566204,-0.038025835470034575,-0.037388051239078623,-0.03808143358091165
2025-03-31,-0.02138905788841794,-0.01576955379192202,-0.01572759139335045,-0.015261440489166667
2025-04-01,0.0317418810684309,0.03183075881342945,0.030985072804161184,0.030535607627381056
2025-04-02,-0.031507420800550134,0.02298137945931611,0.022641514478062064,0.02293021444550125
2025-04-03,0.007481504135517403,-0.05747824653629574,-0.05706371057446391,-0.05735072761327875
2025-04-04,0.008916382019940938,0.024479265559779195,0.025716230040683685,0.02408890529855312
